paper,url,source,decision,score
essd-13-5337-2021.pdf,https://doi.org/10.1371/journal.pone.0092942,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1086/283931,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1007/BF00002772,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1890/08-0127.1,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1016/0016-7061,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1016/j.rse.2018.11.016,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1016/j.scitotenv.2019.136201,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1016/S1002-0160(07)60093-9,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1029/2004GB002296,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.1111/1365-2435.12979,H1,rejected_h1_invalid,0
essd-13-5337-2021.pdf,https://doi.org/10.5194/essd-13-5337-2021,H2,rejected_h2_not_positive,0
essd-13-5337-2021.pdf,https://doi.org/10.5061/dryad.6hdr7sqzx,H2,accepted_h2,195
essd-13-5337-2021.pdf,https://lpdaac.usgs.gov/products/mod13a3v006/last,H2,rejected_h2_not_positive,0
essd-13-5337-2021.pdf,https://doi.org/10.5194/essd-13-5337-2021,H2,rejected_h2_not_positive,0
essd-13-5337-2021.pdf,https://doi.org/10.5061/dryad.6hdr7sqzx,H2,accepted_h2,195
essd-13-5337-2021.pdf,https://lpdaac.usgs.gov/products/mod13a3v006/last,H2,rejected_h2_not_positive,0
essd-13-5337-2021.pdf,https://doi.org/10.5061/dryad.6hdr7sqzx,fallback,accepted_fallback,195
essd-15-2117-2023.pdf,https://zenodo.org/api/records/7695125/files/Teleseismic_earthquakes.csv,H1,accepted_h1,40
essd-15-2117-2023.pdf,https://earthquake.usgs.gov/earthquakes,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,http://www.orfeus-eu.org/data/eida,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.12686/alparray/z3_2015,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.12686/alparray/xt_2014,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.7914/SN/BW,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.12686/SED/NETWORKS/CH,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.25928/mbx6-hr74,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.13127/SD/X0FXNH7,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.13127/SD/FBBBTDTD6Q,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.7914/SN/NI,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.7914/SN/OX,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.15778/RESIF.FR,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://www.fdsn.org/networks/detail/SI,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.7914/SN/ST,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.15778/RESIF.YP2012,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.7914/SN/ZJ_2019,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://zenodo.org/api/records/7695125/files/Teleseismic_earthquakes.csv,H1,accepted_h1,40
essd-15-2117-2023.pdf,https://zenodo.org/api/records/7695125/files/moho_depths_all.csv,H1,accepted_h1,40
essd-15-2117-2023.pdf,https://zenodo.org/api/records/7695125/files/seismic_stations_with_ZNE_waveforms.csv,H1,accepted_h1,40
essd-15-2117-2023.pdf,https://zenodo.org/records/7695125/files/Teleseismic_earthquakes.csv?download=1,H1,accepted_h1,235
essd-15-2117-2023.pdf,https://zenodo.org/records/7695125/files/moho_depths_all.csv?download=1,H1,accepted_h1,235
essd-15-2117-2023.pdf,https://zenodo.org/records/7695125/files/seismic_stations_with_ZNE_waveforms.csv?download=1,H1,accepted_h1,235
essd-15-2117-2023.pdf,https://zenodo.org/records/7695125/preview/Teleseismic_earthquakes.csv?include_deleted=0,H1,accepted_h1,235
essd-15-2117-2023.pdf,https://zenodo.org/records/7695125/preview/moho_depths_all.csv?include_deleted=0,H1,accepted_h1,235
essd-15-2117-2023.pdf,https://zenodo.org/records/7695125/preview/seismic_stations_with_ZNE_waveforms.csv?include_deleted=0,H1,accepted_h1,235
essd-15-2117-2023.pdf,https://github.com/kemichai/rfmpy,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.5281/zenodo.7937575,H1,accepted_h1,100
essd-15-2117-2023.pdf,https://rfmpy.readthedocs.io/en/latest/tutorial.html,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1016/j.tecto.2015.02.004,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1785/gssrl.81.3.530,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1016/j.jog.2014.07.005,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.5194/se-12-1185-2021,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1785/BSSA0820031453,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1785/0220170151,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1007/s40328-022-00394-4,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.5281/zenodo.5501399,H1,accepted_h1,100
essd-15-2117-2023.pdf,https://doi.org/10.1111/j.1365-246X.2008.03919.x,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1029/2011GC003649,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1111/j.1365-246X.1994.tb03942.x,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1111/j.1365-246X.1995.tb01837.x,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1016/j.earscirev.2010.06.002,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1785/0120050098,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1007/s10712-018-9472-4,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1016/j.tecto.2018.07.001,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1109/MCSE.2007.55,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1029/2021jb023160,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1007/s10950-019-09847-w,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1029/2020JB021309,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1111/j.1365-246X.1991.tb06724.x,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.5194/se-12-2503-2021,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1126/science.283.5406.1306,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1088/1749-4699/8/1/014003,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1016/j.epsl.2004.05.040,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1785/BSSA0670030713,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1111/j.1365-246X.1997.tb01220.x,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1785/BSSA0890051395,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1111/j.1365-246X.2007.03373.x,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1093/gji/ggaa145,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1029/2018GC007743,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.3389/feart.2021.742700,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1111/j.1365-246X.2011.04940.x,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1016/j.ringps.2020.100006,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1029/2022jb025141,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1029/97jb02122,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1093/gji/ggab065,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1016/j.epsl.2023.118096,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1093/gji/ggab520,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.5194/se-12-2671-2021,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1785/0119990122,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1046/j.1365-246X.2000.00077.x,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.3389/feart.2021.641113,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1111/j.1365-246X.2006.03086.x,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.3389/feart.2021.671412,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1007/s00015-004-1113-x,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1093/gji/ggt148,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1016/0031-9201(77)90008-5,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1046/j.1365-246X.1998.00647.x,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1029/2019GC008515,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1029/97JB02379,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1130/G36833.1,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://doi.org/10.1016/S0012-821X,H1,rejected_h1_invalid,0
essd-15-2117-2023.pdf,https://earthquake.usgs.gov/earthquakes,H2,rejected_h2_not_positive,0
essd-15-2117-2023.pdf,https://doi.org/10.12686/alparray/xt_2014,H2,rejected_h2_not_positive,0
essd-15-2117-2023.pdf,https://doi.org/10.12686/SED/NETWORKS/CH,H2,rejected_h2_not_positive,0
essd-15-2117-2023.pdf,https://doi.org/10.25928/mbx6-hr74,H2,rejected_h2_not_positive,0
essd-15-2117-2023.pdf,https://doi.org/10.5281/zenodo.7695125,H2,accepted_h2,100
essd-15-2117-2023.pdf,https://earthquake.usgs.gov/earthquakes,H2,rejected_h2_not_positive,0
essd-15-2117-2023.pdf,https://doi.org/10.12686/alparray/xt_2014,H2,rejected_h2_not_positive,0
essd-15-2117-2023.pdf,https://doi.org/10.12686/SED/NETWORKS/CH,H2,rejected_h2_not_positive,0
essd-15-2117-2023.pdf,https://doi.org/10.25928/mbx6-hr74,H2,rejected_h2_not_positive,0
essd-15-2117-2023.pdf,https://doi.org/10.5281/zenodo.7695125,H2,accepted_h2,100
essd-15-2117-2023.pdf,https://doi.org/10.5281/zenodo.7695125,fallback,accepted_fallback,100
essd-15-3733-2023.pdf,https://github.com/FACE-IT-project/WP1/blob/main/data/analyses/table_A1.csv,H1,accepted_h1,85
essd-15-3733-2023.pdf,https://github.com/FACE-IT-project/WP1/blob/main/data/analyses/table_A1.csv,H1,accepted_h1,85
essd-15-3733-2023.pdf,https://doi.org/10.1594/PANGAEA.945341,H1,accepted_h1,100
essd-15-3733-2023.pdf,https://face-it-project.github.io/WP1/(last,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://www.amap.no/about/geographical-coverage,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://data.npolar.no/dataset/39d9f0f9-af12-420c-a879-10990df2e22d,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://frost.met.no/index.html,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://pangaea.de,H1,accepted_h1,100
essd-15-3733-2023.pdf,https://data.npolar.no,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://www.nmdc.no/,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://data.g-e-m.dk/,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://sios-svalbard.org/,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://mosj.no/en,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://www.ssb.no/en,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://bank.stat.gl/pxweb/en/Greenland,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://www.met.no/en,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://data.npolar.no/dataset/0ea572cd-1e4c-47a3-b2a5-5d7cc75aaeb4,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://gbif.imr.no/ipt,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://github.com/FACE-IT-project/WP1,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.5281/zenodo.8263692,H1,accepted_h1,100
essd-15-3733-2023.pdf,https://face-it-project.github.io/WP1/metadatabase.html,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://www.bafg.de/GRDC/EN/04_spcldtbss/41_ARDB/ardb_node.html,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.5194/essd-8-383-2016,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.3389/fmars.2020.581790,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.1007/978-3-319-46425-1_1,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.1007/s13280-021-01650-7,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.1111/gcb.14780,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.1093/plankt/11.6.1245,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.3389/fmars.2020.00551,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.5194/bg-16-3777-2019,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.3402/polar.v21i1.6480,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.1175/JCLI-D-21-0001.1,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.3389/fmars.2021.705638,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.5194/essd-14-5543-2022,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.1038/s41597-019-0236-x,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.1017/9781009325844.029,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.7265/N5GT5K3K,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.1017/cft.2023.1,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.21334/unis-hydrography,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.1007/s12526-010-0073-9,H1,rejected_h1_invalid,0
essd-15-3733-2023.pdf,https://doi.org/10.5194/essd-15-3733-2023,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://face-it-project.github.io/WP1/(last,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://www.amap.no/about/geographical-coverage,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://data.npolar.no/dataset/39d9f0f9-af12-420c-a879-10990df2e22d,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://frost.met.no/index.html,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://pangaea.de,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://data.g-e-m.dk/,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://sios-svalbard.org/,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://www.ssb.no/en,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://www.met.no/en,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://doi.org/10.5281/zenodo.8263692,H2,accepted_h2,100
essd-15-3733-2023.pdf,https://face-it-project.github.io/WP1/metadatabase.html,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://doi.org/10.5194/essd-15-3733-2023,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://face-it-project.github.io/WP1/(last,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://www.amap.no/about/geographical-coverage,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://data.npolar.no/dataset/39d9f0f9-af12-420c-a879-10990df2e22d,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://frost.met.no/index.html,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://pangaea.de,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://data.g-e-m.dk/,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://sios-svalbard.org/,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://www.ssb.no/en,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://www.met.no/en,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://doi.org/10.5281/zenodo.8263692,H2,accepted_h2,100
essd-15-3733-2023.pdf,https://face-it-project.github.io/WP1/metadatabase.html,H2,rejected_h2_not_positive,0
essd-15-3733-2023.pdf,https://pangaea.de,fallback,accepted_fallback,100
essd-15-3733-2023.pdf,https://doi.org/10.5281/zenodo.8263692,fallback,accepted_fallback,100
essd-15-3733-2023.pdf,https://doi.org/10.1594/PANGAEA.953115,fallback,accepted_fallback,100
essd-15-5135-2023.pdf,https://github.com/SASlabgroup/DUNEXMainExp/blob/main/DUNEXMainExp_notes.xlsx,H1,accepted_h1,85
essd-15-5135-2023.pdf,https://uscoastalresearch.org,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://frfdataportal.erdc.dren.mil/,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://github.com/SASlabgroup/microSWIFT,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://github.com/SASlabgroup/DUNEXMainExp/blob/main/DUNEXMainExp_notes.xlsx,H1,accepted_h1,85
essd-15-5135-2023.pdf,https://www.mathworks.com/help/nav/multisensor-positioning.html,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.5281/zenodo.10198469,H1,accepted_h1,100
essd-15-5135-2023.pdf,https://doi.org/10.1051/lhb/2016020,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1109/OCEANS.2004.1406330,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1089/ees.2015.0252,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1061/9780784402429.053,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1109/JOE.2018.2868335,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,http://waveworkshop.org/12thWaves/index.htm,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1016/j.ocemod.2016.09.001,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1029/97JC01010,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1029/98JC01270,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1080/21664250.2023.2238949,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1029/97JC02765,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1016/j.coastaleng.2016.06.012,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1175/JTECH-D-17-0091.1,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.12988/ams.2014.44284,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://repository.tudelft.nl/islandora/object/uuid:d79bba08-8d35-47e2-b901-881c86985ce4,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1175/1520-0485,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1029/2021JF006466,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1016/j.ocemod.2011.12.002,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1016/j.ecolecon.2006.10.022,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1007/s10584-014-1304-z,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1109/OCEANS.2007.4449153,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1029/2021JC018108,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1175/JTECH-D-18-0151.1,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://digital.lib.washington.edu/researchworks/handle/1773/49294,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1029/2000JC000766,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1175/1460.1,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1029/2004JC002421,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1175/2007JPO3580.1,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1175/JPO-D-15-0130.1,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1029/JC088iC10p05925,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://polar.ncep.noaa.gov/mmab/papers/tn276/MMAB_276.pdf,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1029/2019GL082945,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1002/2016JC012498,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://doi.org/10.1017/9781009157896.001,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://repository.tudelft.nl/islandora/object/uuid%3,H1,rejected_h1_invalid,0
essd-15-5135-2023.pdf,https://uscoastalresearch.org,H2,rejected_h2_not_positive,0
essd-15-5135-2023.pdf,https://github.com/SASlabgroup/DUNEXMainExp,H2,rejected_h2_not_positive,0
essd-15-5135-2023.pdf,https://uscoastalresearch.org,H2,rejected_h2_not_positive,0
essd-15-5135-2023.pdf,https://github.com/SASlabgroup/DUNEXMainExp,H2,rejected_h2_not_positive,0
essd-15-5135-2023.pdf,https://doi.org/10.5061/dryad.hx3ffbgk0,fallback,accepted_fallback,195
essd-16-525-2024.pdf,https://www.fao.org/fileadmin/user_upload/faoweb/statistics/questionnaires/FAO_DISASTER_QUEST_2017_EN.xlsx,H1,accepted_h1,40
essd-16-525-2024.pdf,https://zenodo.org/records/10511851/files/KEJackson-94/Fr_Crop_Estimates-v1.0.zip?download=1,H1,accepted_h1,235
essd-16-525-2024.pdf,https://zenodo.org/records/10492448/files/Tier_1_2_crop_coefficients-f1a6ba6bec32a1827228f176798bb69499fecba1.zip?download=1,H1,accepted_h1,235
essd-16-525-2024.pdf,https://doi.org/10.5061/dryad.hx3ffbgkh,H1,accepted_h1,195
essd-16-525-2024.pdf,https://doi.org/10.5194/essd-16-525-2024,H1,rejected_h1_invalid,0
essd-16-525-2024.pdf,https://doi.org/10.5061/dryad.hx3ffbgkh(,H1,accepted_h1,195
essd-16-525-2024.pdf,https://www.fao.org/faostat/en,H1,rejected_h1_invalid,0
essd-16-525-2024.pdf,https://www.fao.org/fileadmin/user_upload/faoweb/statistics/questionnaires/FAO_DISASTER_QUEST_2017_EN.xlsx,H1,accepted_h1,40
essd-16-525-2024.pdf,https://www.fao.org/fileadmin/user_upload/faoweb/statistics/questionnaires/FAO_LAND_QUEST_RU.xlsx,H1,accepted_h1,40
essd-16-525-2024.pdf,https://www.fao.org/media/docs/statisticslibraries/questionnaires/asti/asti-2025-fao-cuestionario_es.xlsx?sfvrsn=44068964_1&amp;Status=Master,H1,accepted_h1,40
essd-16-525-2024.pdf,https://www.fao.org/media/docs/statisticslibraries/questionnaires/asti/asti-2025-fao-questionnaire_3ans-fr.xlsx?sfvrsn=b19e9ef3_1&amp;Status=Master,H1,accepted_h1,40
essd-16-525-2024.pdf,https://www.fao.org/media/docs/statisticslibraries/questionnaires/asti/asti-2025-fao-questionnaire_3years-en.xlsx?sfvrsn=72bf4c72_1&amp;Status=Master,H1,accepted_h1,40
essd-16-525-2024.pdf,https://www.fao.org/media/docs/statisticslibraries/questionnaires/gea/fao_m49_gea_quest_2026_ar.xlsx?sfvrsn=50697ee8_1&amp;Status=Master,H1,accepted_h1,40
essd-16-525-2024.pdf,https://www.fao.org/media/docs/statisticslibraries/questionnaires/gea/fao_m49_gea_quest_2026_en.xlsx?sfvrsn=870742da_1&amp;Status=Master,H1,accepted_h1,40
essd-16-525-2024.pdf,https://www.fao.org/media/docs/statisticslibraries/questionnaires/gea/fao_m49_gea_quest_2026_es.xlsx?sfvrsn=f0e21697_1&amp;Status=Master,H1,accepted_h1,40
essd-16-525-2024.pdf,https://www.fao.org/media/docs/statisticslibraries/questionnaires/gea/fao_m49_gea_quest_2026_fr.xlsx?sfvrsn=879d6243_1&amp;Status=Master,H1,accepted_h1,40
essd-16-525-2024.pdf,https://www.fao.org/media/docs/statisticslibraries/questionnaires/gea/fao_m49_gea_quest_2026_ru.xlsx?sfvrsn=c6116c64_1&amp;Status=Master,H1,accepted_h1,40
essd-16-525-2024.pdf,https://www.fao.org/media/docs/statisticslibraries/questionnaires/land/fao_land_quest_en.xlsx?sfvrsn=4255928e_1,H1,accepted_h1,40
essd-16-525-2024.pdf,https://www.fao.org/media/docs/statisticslibraries/questionnaires/land/fao_land_quest_es.xlsx?sfvrsn=2fb3e9aa_1,H1,accepted_h1,40
essd-16-525-2024.pdf,https://www.fao.org/media/docs/statisticslibraries/questionnaires/land/fao_land_quest_fr.xlsx?sfvrsn=4b39ff4f_1,H1,accepted_h1,40
essd-16-525-2024.pdf,https://www.fao.org/media/docs/statisticslibraries/questionnaires/land/fao_land_quest_ru.xlsx?sfvrsn=670633b5_1,H1,accepted_h1,40
essd-16-525-2024.pdf,http://www.cropnutrientdata.net,H1,rejected_h1_invalid,0
essd-16-525-2024.pdf,https://doi.org/10.5281/zenodo.10491879,H1,accepted_h1,100
essd-16-525-2024.pdf,https://zenodo.org/records/10511851/files/KEJackson-94/Fr_Crop_Estimates-v1.0.zip?download=1,H1,accepted_h1,235
essd-16-525-2024.pdf,https://doi.org/10.5194/bg-9-4169-2012,H1,rejected_h1_invalid,0
