paper,source,section,page,kind,raw,link,context
essd-13-5337-2021.pdf,pymupdf,page_text,14,url,"https://doi.org/10.1111/nph.13521,",https://doi.org/10.1111/nph.13521,"., Yang, X., and Thornton, P. E.: Incorporat- ing phosphorus cycling into global modeling efforts: a worthwhile, tractable endeavor, New Phytol., 208, 324–329, https://doi.org/10.1111/nph.13521, 2015. Reich, P. B. and Oleksyn, J.: Global patterns of plant leaf N and P in relation to temperature and latitude, P. Natl. Acad. Sci. USA, 101, 11001–11006, h"
essd-13-5337-2021.pdf,pymupdf,page_text,14,url,"https://doi.org/10.1073/pnas.0403588101,",https://doi.org/10.1073/pnas.0403588101,", 2015. Reich, P. B. and Oleksyn, J.: Global patterns of plant leaf N and P in relation to temperature and latitude, P. Natl. Acad. Sci. USA, 101, 11001–11006, https://doi.org/10.1073/pnas.0403588101, 2004. Shangguan, W., Dai, Y., Liu, B., Zhu, A., Duan, Q., Wu, L., Ji, D., Ye, A., Yuan, H., Zhang, Q., Chen, D., Chen, M., Chu, J., Dou, Y., Guo, J., Li, H., L"
essd-13-5337-2021.pdf,pymupdf,page_text,14,url,"https://doi.org/10.1002/jame.20026,",https://doi.org/10.1002/jame.20026,"., Liang, X., Liu, H., Liu, S., Miao, C., and Zhang, Y.: A China data set of soil properties for land surface modeling, J. Adv. Model. Earth Syst., 5, 212–224, https://doi.org/10.1002/jame.20026, 2013. Shangguan, W., Hengl, T., Mendes de Jesus, J., Yuan, H., and Dai, Y.: Mapping the global depth to bedrock for land surface modeling, J. Adv. Model. Earth"
essd-13-5337-2021.pdf,pymupdf,page_text,14,url,"https://doi.org/10.1002/2016MS000686,",https://doi.org/10.1002/2016MS000686,"W., Hengl, T., Mendes de Jesus, J., Yuan, H., and Dai, Y.: Mapping the global depth to bedrock for land surface modeling, J. Adv. Model. Earth Syst., 9, 65–88, https://doi.org/10.1002/2016MS000686, 2017. Singh, A., Serbin, S. P., McNeil, B. E., Kingdon, C. C., and Townsend, P. A.: Imaging spectroscopy algorithms for mapping canopy foliar chemical and morp"
essd-13-5337-2021.pdf,pymupdf,page_text,14,doi,"https://doi.org/10.1641/0006-3568(2004)054[0731:PNLOER]2.0.CO;2,",https://doi.org/10.1641/0006-3568(2004)054[0731:PNLOER]2.0.CO;2,"w, R. M., Zak, D. R., and Field, C. B.: Progressive nitrogen limitation of ecosystem responses to rising atmospheric carbon diox- ide, BioScience, 54, 731–739, https://doi.org/10.1641/0006-3568(2004)054[0731:PNLOER]2.0.CO;2, 2004. McGrath, D. A., Comerford, N. B., and Duryea, M. L.: Litter dy- namics and monthly ﬂuctuations in soil phosphorus availability in an Amazonian agroforest"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1890/14-2098.1,",https://doi.org/10.1890/14-2098.1,"Y.-W. Zhang et al.: Patterns of nitrogen and phosphorus pools in terrestrial ecosystems in China 5351 tainties, Ecol. Appl., 25, 2180–2197, https://doi.org/10.1890/14-2098.1, 2015. Skidmore, A. K., Ferwerda, J. G., Mutanga, O., Van Wieren, S. E., Peel, M., Grant, R. C., Prins, H. H. T., Balcik, F. B., and Venus, V.: Forage quality o"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1016/j.rse.2009.08.010,",https://doi.org/10.1016/j.rse.2009.08.010,"ity of savannas – simultaneously map- ping foliar protein and polyphenols for trees and grass us- ing hyperspectral imagery, Remote Sens. Environ., 114, 64–72, https://doi.org/10.1016/j.rse.2009.08.010, 2010. Sun, Y., Peng, S., Goll, D. S., Ciais, P., Guenet, B., Guim- berteau, M., Hinsinger, P., Janssens, I. A., Peñuelas, J., Piao, S., Poulter, B., Violette,"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1002/2016EF000472,",https://doi.org/10.1002/2016EF000472,"tte, A., Yang, X., Yin, Y., and Zeng, H.: Diagnosing phosphorus limitations in natural terrestrial ecosystems in carbon cycle models, Earth Future, 5, 730–749, https://doi.org/10.1002/2016EF000472, 2017. Tang, X., Zhao, X., Bai, Y., Tang, Z., Wang, W., Zhao, Y., Wan, H., Xie, Z., Shi, X., Wu, B., Wang, G., Yan, J., Ma, K., Du, S., Li, S., Han, S., Ma, Y.,"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1073/pnas.1700291115,",https://doi.org/10.1073/pnas.1700291115,", J., and Zhou, G.: Carbon pools in China’s terrestrial ecosystems: New estimates based on an in- tensive ﬁeld survey, P. Natl. Acad. Sci. USA, 115, 4021–4026, https://doi.org/10.1073/pnas.1700291115, 2018. Tang, Z., Xu, W., Zhou, G., Bai, Y., Li, J., Tang, X., Chen, D., Liu, Q., Ma, W., Xiong, G., He, H., He, N., Guo, Y., Guo, Q., Zhu, J., Han, W., Hu, H.,"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1073/pnas.1700295114,",https://doi.org/10.1073/pnas.1700295114,"plant carbon, nitrogen, and phosphorus concentration in relation to productivity in China’s terres- trial ecosystems, P. Natl. Acad. Sci. USA., 115, 4033–4038, https://doi.org/10.1073/pnas.1700295114, 2018. Terrer, C., Jackson, R. B., Prentice, I. C., Keenan, T. F., Kaiser, C., Vicca, S., Fisher, J. B., Reich, P. B., Stocker, B. D., Hungate, B. A., Peñuelas,"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1038/s41558-019-0545-2,",https://doi.org/10.1038/s41558-019-0545-2,"shyk, V. O., Polley, H. W., and Franklin, O.: Nitrogen and phosphorus constrain the CO2 fertil- ization of global plant biomass, Nat. Clim. Chang., 9, 684–689, https://doi.org/10.1038/s41558-019-0545-2, 2019. Thomas, R. Q., Canham, C. D., Weathers, K. C., and Goodale, C. L.: Increased tree carbon storage in response to nitrogen deposition in the US, Nat. Geosc"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1038/ngeo721,",https://doi.org/10.1038/ngeo721,"R. Q., Canham, C. D., Weathers, K. C., and Goodale, C. L.: Increased tree carbon storage in response to nitrogen deposition in the US, Nat. Geosci., 3, 13–17, https://doi.org/10.1038/ngeo721, 2010. Thornton, P. E., Lamarque, J.-F., Rosenbloom, N. A., and Mahowald, N. M.: Inﬂuence of carbon-nitrogen cycle cou- pling on land model response to CO2 fert"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1029/2006GB002868,",https://doi.org/10.1029/2006GB002868,"N. M.: Inﬂuence of carbon-nitrogen cycle cou- pling on land model response to CO2 fertilization and cli- mate variability, Glob. Biogeochem. Cycle, 21, GB4018, https://doi.org/10.1029/2006GB002868, 2007. Tian, H., Chen, G., Zhang, C., Melillo, J. M., and Hall, C. A. S.: Pattern and variation of C : N : P ratios in China’s soils: a synthesis of observation"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1007/s10533-009-9382-0,",https://doi.org/10.1007/s10533-009-9382-0,"elillo, J. M., and Hall, C. A. S.: Pattern and variation of C : N : P ratios in China’s soils: a synthesis of observational data, Biogeochemistry, 98, 139–151, https://doi.org/10.1007/s10533-009-9382-0, 2010. Vincent, A. G., Sundqvist, M. K., Wardle, D. A., and Giesler, R.: Bioavailable soil phosphorus decreases with increasing el- evation in a subarctic tundr"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1371/journal.pone.0092942,",https://doi.org/10.1371/journal.pone.0092942,"M. K., Wardle, D. A., and Giesler, R.: Bioavailable soil phosphorus decreases with increasing el- evation in a subarctic tundra landscape, Plos One, 9, e92942, https://doi.org/10.1371/journal.pone.0092942, 2014. Vitousek, P.: Nutrient cycling and nutrient use efﬁciency, Am. Nat., 119, 553–572, https://doi.org/10.1086/283931, 1982. Vitousek, P. M. and Howarth, R."
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1086/283931,",https://doi.org/10.1086/283931,"pe, Plos One, 9, e92942, https://doi.org/10.1371/journal.pone.0092942, 2014. Vitousek, P.: Nutrient cycling and nutrient use efﬁciency, Am. Nat., 119, 553–572, https://doi.org/10.1086/283931, 1982. Vitousek, P. M. and Howarth, R. W.: Nitrogen limitation on land and in the sea: How can it occur?, Biogeochemistry, 13, 87–115, https://doi.org/10.1007/B"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1007/BF00002772,",https://doi.org/10.1007/BF00002772,"//doi.org/10.1086/283931, 1982. Vitousek, P. M. and Howarth, R. W.: Nitrogen limitation on land and in the sea: How can it occur?, Biogeochemistry, 13, 87–115, https://doi.org/10.1007/BF00002772, 1991. Vitousek, P. M., Porder, S., Houlton, B. Z., and Chadwick, O. A.: Terrestrial phosphorus limitation: mechanisms, implications, and nitrogen–phosphorus in"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1890/08-0127.1,",https://doi.org/10.1890/08-0127.1,"Houlton, B. Z., and Chadwick, O. A.: Terrestrial phosphorus limitation: mechanisms, implications, and nitrogen–phosphorus interactions, Ecol. Appl., 20, 5–15, https://doi.org/10.1890/08-0127.1, 2010. Walker, T. W. and Syers, J. K.: The fate of phosphorus during pedogenesis, Geoderma, 15, 1–19, https://doi.org/10.1016/0016-7061(76)90066-5, 1976. Wang,"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1016/0016-7061(76)90066-5,",https://doi.org/10.1016/0016-7061(76)90066-5,"Ecol. Appl., 20, 5–15, https://doi.org/10.1890/08-0127.1, 2010. Walker, T. W. and Syers, J. K.: The fate of phosphorus during pedogenesis, Geoderma, 15, 1–19, https://doi.org/10.1016/0016-7061(76)90066-5, 1976. Wang, Z., Townsend, P. A., Schweiger, A. K., Couture, J. J., Singh, A., Hobbie, S. E., and Cavender-Bares, J.: Mapping fo- liar functional traits and the"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1016/j.rse.2018.11.016,",https://doi.org/10.1016/j.rse.2018.11.016,"vender-Bares, J.: Mapping fo- liar functional traits and their uncertainties across three years in a grassland experiment, Remote Sens. Environ., 221, 405–416, https://doi.org/10.1016/j.rse.2018.11.016, 2019. Wieder, W. R., Cleveland, C. C., Smith, W. K., and Todd- Brown, K.: Future productivity and carbon storage limited by terrestrial nutrient availability,"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1038/ngeo2413,",https://doi.org/10.1038/ngeo2413,"eland, C. C., Smith, W. K., and Todd- Brown, K.: Future productivity and carbon storage limited by terrestrial nutrient availability, Nat. Geosci., 8, 441–444, https://doi.org/10.1038/ngeo2413, 2015. Xu, L., He, N., and Yu, G.: Nitrogen storage in China’s terrestrial ecosystems, Sci. Total Environ., 709, 136201, https://doi.org/10.1016/j.scitotenv.201"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1016/j.scitotenv.2019.136201,",https://doi.org/10.1016/j.scitotenv.2019.136201,"–444, https://doi.org/10.1038/ngeo2413, 2015. Xu, L., He, N., and Yu, G.: Nitrogen storage in China’s terrestrial ecosystems, Sci. Total Environ., 709, 136201, https://doi.org/10.1016/j.scitotenv.2019.136201, 2020. Yang, Y.-H., Ma, W.-H., Mohammat, A., and Fang, J.-Y.: Stor- age, patterns and controls of soil nitrogen in China, Pedosphere, 17, 776–785, https://doi.o"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1016/S1002-0160(07)60093-9,",https://doi.org/10.1016/S1002-0160(07)60093-9,".2019.136201, 2020. Yang, Y.-H., Ma, W.-H., Mohammat, A., and Fang, J.-Y.: Stor- age, patterns and controls of soil nitrogen in China, Pedosphere, 17, 776–785, https://doi.org/10.1016/S1002-0160(07)60093-9, 2007. Zhang, C., Tian, H., Liu, J., Wang, S., Liu, M., Pan, S., and Shi, X.: Pools and distributions of soil phos- phorus in China, Glob. Biogeochem. Cycle, 19"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1029/2004GB002296,",https://doi.org/10.1029/2004GB002296,"ng, C., Tian, H., Liu, J., Wang, S., Liu, M., Pan, S., and Shi, X.: Pools and distributions of soil phos- phorus in China, Glob. Biogeochem. Cycle, 19, GB1020, https://doi.org/10.1029/2004GB002296, 2005. Zhang, J., Zhao, N., Liu, C., Yang, H., Li, M., Yu, G., Wilcox, K., Yu, Q., and He, N.: C : N : P stoichiometry in China’s forests: From organs to ecosys"
essd-13-5337-2021.pdf,pymupdf,page_text,15,url,"https://doi.org/10.1111/1365-2435.12979,",https://doi.org/10.1111/1365-2435.12979,", C., Yang, H., Li, M., Yu, G., Wilcox, K., Yu, Q., and He, N.: C : N : P stoichiometry in China’s forests: From organs to ecosystems, Funct. Ecol., 32, 50–60, https://doi.org/10.1111/1365-2435.12979, 2018. Zhang, Y.-W., Guo, Y., Tang, Z., Feng, Y., Zhu, X., Xu, W., Bai, Y., Zhou, G., Xie, Z., and Fang, J.: Patterns of nitrogen and phos- phorus pools in terr"
essd-13-5337-2021.pdf,grobid_tei,target,,url,https://github.com/kermitt2/grobid,https://github.com/kermitt2/grobid,
essd-13-5337-2021.pdf,grobid_tei,target,,url,https://doi.org/10.1016/S0378-1127,https://doi.org/10.1016/S0378-1127,
essd-13-5337-2021.pdf,grobid_tei,target,,url,https://doi.org/10.1641/0006-3568,https://doi.org/10.1641/0006-3568,
essd-13-5337-2021.pdf,grobid_tei,target,,url,https://doi.org/10.1016/0016-7061,https://doi.org/10.1016/0016-7061,
essd-13-5337-2021.pdf,grobid_tei,idno_doi,,doi,10.1073/pnas.1006463107,https://doi.org/10.1073/pnas.1006463107,10.1073/pnas.1006463107
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,url,https://doi.org/10.5194/essd-13-5337-2021-supplement.Figure1.1Figure1.Frequencydistributions,https://doi.org/10.5194/essd-13-5337-2021-supplement.Figure1.1Figure1.Frequencydistributions,"ty to enlarge the generality of remote sensing models and algorithms at large scales.Supplement. The supplement related to this article is available online at: https://doi.org/10.5194/essd-13-5337-2021-supplement.Figure1.1Figure1.Frequencydistributions of N densities in soil, roots, leaves, litter, and woody stems in forests (a-e), shrublands (f-j), and grasslands (k-n) in China. Figure 2 .2Figure 2. Frequenc"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,url,https://doi.org/10.5194/essd-13-5337-2021Y.-W.Zhangetal.:Patterns,https://doi.org/10.5194/essd-13-5337-2021Y.-W.Zhangetal.:Patterns,"G103.81.10.012.50.10.00.8Subtotal308.24.70.044.10.40.03.1Total600.427.757.871.22.79.46.7See Table1for abbreviations. Earth Syst. Sci. Data, 13, 5337-5351, 2021 https://doi.org/10.5194/essd-13-5337-2021Y.-W.Zhangetal.:Patterns of nitrogen and phosphorus pools in terrestrial ecosystems in China https://doi.org/10.5194/essd-13-5337-2021EarthSyst.Sci.Data, 13, 5337-5351, 2021 Earth Syst"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,url,https://doi.org/10.5194/essd-13-5337-2021Authorcontributions.ZTdesignedthe,https://doi.org/10.5194/essd-13-5337-2021Authorcontributions.ZTdesignedthe,"s in terrestrial ecosystems in China https://doi.org/10.5194/essd-13-5337-2021EarthSyst.Sci.Data, 13, 5337-5351, 2021 Earth Syst. Sci.Data, 13, 5337-5351, 2021 https://doi.org/10.5194/essd-13-5337-2021Authorcontributions.ZTdesignedthe research. YWZ, YG, YF, and XZ analysed the data. WX, YB, GZ, ZX, and ZT organized the field investigation. YWZ, YG, and ZT wrote the manuscript, and all author"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,10.1111/gcb.13691Glob.ChangBiol232017,https://doi.org/10.1111/gcb.13691Glob.ChangBiol232017,"J., 73, 2131-2142, 2009. Soil parent material-A major driver of plant nutrient limitations in terrestrial ecosystems LAugusto DLAchat MJonard DVidal BRingeval 10.1111/gcb.13691Glob.ChangBiol232017 Augusto, L., Achat, D. L., Jonard, M., Vidal, D., and Ringeval, B.: Soil parent material-A major driver of plant nutrient limi- tations in terrestrial ecosyste"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,"10.1111/gcb.13691Biogeochemistry101990Bonan,",https://doi.org/10.1111/gcb.13691Biogeochemistry101990Bonan,"al ecosystems, Glob. Chang Biol., 23, 3808- 3824, https://doi.org/10.1111/gcb.13691, 2017. Carbon and nitrogen cycling in North American boreal forests GBBonan 10.1111/gcb.13691Biogeochemistry101990Bonan, G. B.: Carbon and nitrogen cycling in North American boreal forests, Biogeochemistry, 10, 1-28, https://doi.org/10.1007/BF00000889, 1990. Can nitrogen budgets"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,10.1007/BF00000889ForestEcol.Manag17602,https://doi.org/10.1007/BF00000889ForestEcol.Manag17602,"nitrogen budgets explain differences in soil nitrogen mineralization rates of forest stands along an elevation gradient? GMBonito DCColeman BLHaines MLCabrera 10.1007/BF00000889ForestEcol.Manag17602 2003 Bonito, G. M., Coleman, D. C., Haines, B. L., and Cabrera, M. L.: Can nitrogen budgets explain differences in soil nitrogen miner- alization rates of fore"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,"10.1016/S0378-1127(02)00234-7Oxisols,",https://doi.org/10.1016/S0378-1127(02)00234-7Oxisols,"rates of forest stands along an elevation gradient?, For- est Ecol. Manag., 176, 563-574, https://doi.org/10.1016/S0378-1127(02)00234-7, 2003. SWBuol HEswaran 10.1016/S0378-1127(02)00234-7Oxisols, in: Advances in Agronomy DLSparks New York, USA Academic Press 1999 68 Buol, S. W. and Eswaran, H.: Oxisols, in: Advances in Agronomy, vol. 68, edited by: Spar"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,"10.1093/treephys/tpx038TreePhysiol372017Campany,",https://doi.org/10.1093/treephys/tpx038TreePhysiol372017Campany,"16/S0065-2113(08)60845-7, 1999. Reduced growth due to belowground sink limitation is not fully explained by reduced photosynthesis CECampany BEMedlyn RADuursma 10.1093/treephys/tpx038TreePhysiol372017Campany, C. E., Medlyn, B. E., and Duursma, R. A.: Reduced growth due to belowground sink limitation is not fully ex- plained by reduced photosynthesis, Tree Physiol.,"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,"10.1093/treephys/tpx038Planta1991996Carvajal,",https://doi.org/10.1093/treephys/tpx038Planta1991996Carvajal,"1093/treephys/tpx038, 2017. Responses of wheat plants to nutrient deprivation may involve the regulation of water-channel function MCarvajal DTCooke DTClarkson 10.1093/treephys/tpx038Planta1991996Carvajal, M., Cooke, D. T., and Clarkson, D. T.: Responses of wheat plants to nutrient deprivation may involve the regulation of water-channel function, Planta, 199, 372"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,10.1007/BF00195729PlantCellEnviron272004,https://doi.org/10.1007/BF00195729PlantCellEnviron272004,"https://doi.org/10.1007/BF00195729, 1996. Photosynthetic characteristics of dwarf and fringe Rhizophora mangle L. in a Belizean mangrove JMCheeseman CELovelock 10.1007/BF00195729PlantCellEnviron272004 Cheeseman, J. M. and Lovelock, C. E.: Photosynthetic char- acteristics of dwarf and fringe Rhizophora mangle L. in a Belizean mangrove, Plant Cell Environ., 27"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,"10.1111/j.1365-3040.2004.01181.xNat.Sustain22019Chen,",https://doi.org/10.1111/j.1365-3040.2004.01181.xNat.Sustain22019Chen,"ning of the world through land-use management CChen TPark XWang SPiao BXu RKChaturvedi RFuchs VBrovkin PCiais RFensholt HTømmervik GBala ZZhu RRNemani RBMyneni 10.1111/j.1365-3040.2004.01181.xNat.Sustain22019Chen, C., Park, T., Wang, X., Piao, S., Xu, B., Chaturvedi, R. K., Fuchs, R., Brovkin, V., Ciais, P., Fensholt, R., Tømmervik, H., Bala, G., Zhu, Z., Nemani, R. R.,"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,10.1038/s41893-019-0220-7P.Natl.Acad.Sci.USA,https://doi.org/10.1038/s41893-019-0220-7P.Natl.Acad.Sci.USA,"19. Patterns of new versus recycled primary production in the terrestrial biosphere CCCleveland BZHoulton WKSmith RMarklein SCReed WParton SJ DGrosso SWRunning 10.1038/s41893-019-0220-7P.Natl.Acad.Sci.USA 110 2013 Cleveland, C. C., Houlton, B. Z., Smith, W. K., Marklein, R., Reed, S. C., Parton, W., Grosso, S. J. D., and Running, S. W.: Patterns of new versus re"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,10.1073/pnas.1302768110Glob.ChangeBiol72001,https://doi.org/10.1073/pnas.1302768110Glob.ChangeBiol72001,"models WCramer ABondeau FIWoodward ICPrentice RABetts VBrovkin PMCox VFisher JAFoley ADFriend CKucharik MRLomas NRamankutty SSitch BSmith AWhite CYoung-Molling 10.1073/pnas.1302768110Glob.ChangeBiol72001 Cramer, W., Bondeau, A., Woodward, F. I., Prentice, I. C., Betts, R. A., Brovkin, V., Cox, P. M., Fisher, V., Foley, J. A., Friend, A. D., Kucharik, C., Lomas,"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,"10.1046/j.1365-2486.2001.00383.xNat.Geosci82015Doetterl,",https://doi.org/10.1046/j.1365-2486.2001.00383.xNat.Geosci82015Doetterl,"lled by interactions between geochemistry and climate SDoetterl AStevens JSix RMerckx KVan Oost MCasanova Pinto ACasanova-Katny CMuñoz MBoudin EVenegas PBoeckx 10.1046/j.1365-2486.2001.00383.xNat.Geosci82015Doetterl, S., Stevens, A., Six, J., Merckx, R., Van Oost, K., Casanova Pinto, M., Casanova-Katny, A., Muñoz, C., Boudin, M., Zagal Venegas, E., and Boeckx, P.: Soil carb"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,"10.1038/ngeo2516Nat.Geosci2020Du,",https://doi.org/10.1038/ngeo2516Nat.Geosci2020Du,"038/ngeo2516, 2015. Global patterns of terrestrial nitrogen and phosphorus limitation EDu CTerrer AF APellegrini AAhlström CJVan Lissa XZhao NXia XWu RBJackson 10.1038/ngeo2516Nat.Geosci2020Du, E., Terrer, C., Pellegrini, A. F. A., Ahlström, A., van Lissa, C. J., Zhao, X., Xia, N., Wu, X., and Jackson, R. B.: Global patterns of terrestrial nitrogen an"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,10.1038/s41561-019-0530-4Growthrate-stoichiometrycouplingsindiverse,https://doi.org/10.1038/s41561-019-0530-4Growthrate-stoichiometrycouplingsindiverse,"Geosci., 221-226, https://doi.org/10.1038/s41561-019-0530-4, 2020. JJElser KAcharya MKyle JCotner WMakino TMarkow TWatts SHobbie WFagan JSchade JHood RWSterner 10.1038/s41561-019-0530-4Growthrate-stoichiometrycouplingsindiverse biota 2003 6 Elser, J. J., Acharya, K., Kyle, M., Cotner, J., Makino, W., Markow, T., Watts, T., Hobbie, S., Fagan, W., Schade, J., Hood, J., and Sterner, R. W"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,"10.1046/j.1461-0248.2003.00518.xEcol.Lett102007Elser,",https://doi.org/10.1046/j.1461-0248.2003.00518.xEcol.Lett102007Elser,"mary producers in freshwater, marine and terrestrial ecosystems JJElser ME SBracken EECleland DSGruner WSHarpole HHillebrand JTNgai EWSeabloom JBShurin JESmith 10.1046/j.1461-0248.2003.00518.xEcol.Lett102007Elser, J. J., Bracken, M. E. S., Cleland, E. E., Gruner, D. S., Harpole, W. S., Hillebrand, H., Ngai, J. T., Seabloom, E. W., Shurin, J. B., and Smith, J. E.: Global"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,"10.1111/j.1461-0248.2007.01113.xNewPhytol1862010Elser,",https://doi.org/10.1111/j.1461-0248.2007.01113.xNewPhytol1862010Elser,"ichiometry of plant production: metabolism, scaling and ecological response to global change, in: Tansley review JJElser WFFagan AJKerkhoff NGSwenson BJEnquist 10.1111/j.1461-0248.2007.01113.xNewPhytol1862010Elser, J. J., Fagan, W. F., Kerkhoff, A. J., Swenson, N. G., and Enquist, B. J.: Biological stoichiometry of plant produc- tion: metabolism, scaling and ecological re"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,"10.1111/j.1469-8137.2010.03214.xEcol.Evol72017Eziz,",https://doi.org/10.1111/j.1469-8137.2010.03214.xEcol.Evol72017Eziz,"593-608, https://doi.org/10.1111/j.1469-8137.2010.03214.x, 2010. Drought effect on plant biomass allocation: a meta-analysis AEziz ZYan DTian WHan ZTang JFang 10.1111/j.1469-8137.2010.03214.xEcol.Evol72017Eziz, A., Yan, Z., Tian, D., Han, W., Tang, Z., and Fang, J.: Drought effect on plant biomass allocation: a meta-analysis, Ecol. Evol., 7, 11002-11010, https://doi.o"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,"10.1111/nph.15451NewPhytol2212019Fatichi,",https://doi.org/10.1111/nph.15451NewPhytol2212019Fatichi,"7, 11002-11010, https://doi.org/10.1002/ece3.3630, 2017. Modelling carbon sources and sinks in terrestrial vegetation SFatichi CPappas JZscheischler SLeuzinger 10.1111/nph.15451NewPhytol2212019Fatichi, S., Pappas, C., Zscheischler, J., and Leuzinger, S.: Mod- elling carbon sources and sinks in terrestrial vegetation, New Phytol., 221, 652-668, https://doi.org"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,"10.1111/nph.15451Nat.Plants52019Fernández-Martínez,",https://doi.org/10.1111/nph.15451Nat.Plants52019Fernández-Martínez,"or mast seeding MFernández-Martínez IPearse JSardans FSayol WDKoenig JMLamontagne MBogdziewicz ACollalti AHacket-Pain GVacchiano JMEspelta JPeñuelas IAJanssens 10.1111/nph.15451Nat.Plants52019Fernández-Martínez, M., Pearse, I., Sardans, J., Sayol, F., Koenig, W. D., LaMontagne, J. M., Bogdziewicz, M., Col- lalti, A., Hacket-Pain, A., Vacchiano, G., Espelta, J. M., Peñu"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,"10.1038/s41477-019-0549-yOecologia561983Field,",https://doi.org/10.1038/s41477-019-0549-yOecologia561983Field,"//doi.org/10.1038/s41477-019-0549-y, 2019. Allocating leaf nitrogen for the maximization of carbon gain: Leaf age as a control on the allocation program CField 10.1038/s41477-019-0549-yOecologia561983Field, C.: Allocating leaf nitrogen for the maximization of carbon gain: Leaf age as a control on the allocation program, Oecologia, 56, 341-347, https://doi.org/10.1"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,10.1007/BF00379710P.Natl.Acad.Sci.USA,https://doi.org/10.1007/BF00379710P.Natl.Acad.Sci.USA,"Calfapietra AGallet-Budynek BGielen WEHolmes MRHoosbeek CMIversen RBJackson MEKubiske JLedford MLiberloo ROren APolle SPritchard DRZak WHSchlesinger RCeulemans 10.1007/BF00379710P.Natl.Acad.Sci.USA 104 2007 Finzi, A. C., Norby, R. J., Calfapietra, C., Gallet-Budynek, A., Gie- len, B., Holmes, W. E., Hoosbeek, M. R., Iversen, C. M., Jackson, R. B., Kubiske"
essd-13-5337-2021.pdf,grobid_tei,full_tei_text,,doi,10.1073/pnas.0706518104Glob.Biogeochem.Cycle262012,https://doi.org/10.1073/pnas.0706518104Glob.Biogeochem.Cycle262012,"Acad. Sci. USA, 104, 14014-14019, https://doi.org/10.1073/pnas.0706518104, 2007. Global nutrient limitation in terrestrial vegetation JBFisher GBadgley EBlyth 10.1073/pnas.0706518104Glob.Biogeochem.Cycle262012 GB Fisher, J. B., Badgley, G., and Blyth, E.: Global nutrient limitation in terrestrial vegetation, Glob. Biogeochem. Cycle, 26, GB3007, https://doi.org/10.102"
